SID,Turn,Speaker,childTurn,adultTurn,posemo,negemo,posemo_bin,negemo_bin,Sixltr,i,article,present,discrep,lingdist,WC,WC_log,ChildAge,ChildSex,ParentSex,ChildRace,ChildEthnicity,ParentRace,ParentEthnicity,FamilyIncome,inadubles
6126,61,adult,NA,31,0,0,0,0,0,0,12.5,25,0,0.239022103,8,2.197224577,9,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6126,62,child,31,NA,0,0,0,0,0,0,0,0,0,0.185920939,1,0.693147181,9,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6126,63,adult,NA,32,0,0,0,0,0,0,5.88,17.65,0,0.143201269,17,2.890371758,9,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6126,64,child,32,NA,0,0,0,0,0,0,0,16.67,0,-0.005680638,6,1.945910149,9,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6126,65,adult,NA,33,0,0,0,0,0,0,11.11,22.22,0,0.233117253,9,2.302585093,9,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6126,66,child,33,NA,0,0,0,0,0,0,0,0,0,0.185920939,3,1.386294361,9,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6126,67,adult,NA,34,0,0,0,0,0,0,0,0,0,0.185920939,1,0.693147181,9,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6126,68,child,34,NA,0,0,0,0,0,14.29,0,14.29,0,-0.309456664,7,2.079441542,9,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6126,69,adult,NA,35,50,0,1,0,12.5,0,0,25,0,0.128701993,8,2.197224577,9,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6126,70,child,35,NA,0,0,0,0,0,0,0,0,0,0.185920939,3,1.386294361,9,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6126,71,adult,NA,36,8.33,0,1,0,16.67,0,0,8.33,0,0.397073587,12,2.564949357,9,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6126,72,child,36,NA,0,0,0,0,0,0,0,0,0,0.185920939,1,0.693147181,9,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6126,73,adult,NA,37,8.11,0,1,0,0,2.7,8.11,18.92,0,0.126774686,37,3.63758616,9,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6126,74,child,37,NA,0,0,0,0,0,0,0,16.67,0,-0.005680638,6,1.945910149,9,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6126,75,adult,NA,38,0,0,0,0,0,0,0,0,0,0.185920939,2,1.098612289,9,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6126,76,child,38,NA,0,0,0,0,0,0,0,7.14,0,0.103855237,14,2.708050201,9,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6126,77,adult,NA,39,31.82,0,1,0,13.64,0,0,13.64,0,0.280259,22,3.135494216,9,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",1
6126,78,child,39,NA,50,0,1,0,0,0,0,50,0,-0.388768854,2,1.098612289,9,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6126,79,adult,NA,40,0,0,0,0,0,0,0,50,0,-0.388768854,2,1.098612289,9,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6126,80,child,40,NA,0,0,0,0,0,0,0,0,0,0.185920939,2,1.098612289,9,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6126,81,adult,NA,41,20,0,1,0,20,0,20,20,0,0.868960238,5,1.791759469,9,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6126,82,child,41,NA,0,0,0,0,0,0,0,0,0,0.185920939,4,1.609437912,9,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6126,83,adult,NA,42,100,0,1,0,0,0,0,0,0,0.185920939,1,0.693147181,9,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6126,84,child,42,NA,0,0,0,0,0,0,0,16.67,0,-0.005680638,6,1.945910149,9,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6126,85,adult,NA,43,12.5,0,1,0,0,0,0,25,0,-0.101423957,16,2.833213344,9,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6126,86,child,43,NA,0,0,0,0,0,0,0,0,0,0.185920939,1,0.693147181,9,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6126,87,adult,NA,44,0,0,0,0,0,0,0,0,0,0.185920939,3,1.386294361,9,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6126,88,child,44,NA,0,0,0,0,0,0,0,0,0,0.185920939,3,1.386294361,9,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6126,89,adult,NA,45,0,0,0,0,25,0,25,0,0,1.32706496,4,1.609437912,9,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",1
6126,90,child,45,NA,0,0,0,0,0,0,11.11,11.11,0,0.360813325,9,2.302585093,9,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6126,91,adult,NA,46,0,0,0,0,0,0,0,0,0,0.185920939,1,0.693147181,9,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6126,92,child,46,NA,0,0,0,0,0,0,16.67,16.67,0,0.448338228,6,1.945910149,9,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6126,93,adult,NA,47,100,0,1,0,0,0,0,0,0,0.185920939,1,0.693147181,9,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6126,94,child,47,NA,0,0,0,0,0,0,0,0,0,0.185920939,5,1.791759469,9,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6126,95,adult,NA,48,0,0,0,0,0,0,0,0,0,0.185920939,1,0.693147181,9,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6126,96,child,48,NA,0,0,0,0,0,0,0,0,0,0.185920939,2,1.098612289,9,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6126,97,adult,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",1
6126,98,child,49,NA,0,0,0,0,0,0,0,0,0,0.185920939,2,1.098612289,9,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6126,99,adult,NA,50,5.13,5.13,1,1,5.13,5.13,2.56,23.08,0,-0.0340624,39,3.688879454,9,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",1
6126,100,child,50,NA,0,0,0,0,0,0,0,0,0,0.185920939,1,0.693147181,9,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6126,101,adult,NA,51,16.67,0,1,0,0,0,0,0,0,0.185920939,6,1.945910149,9,Female,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6127,1,adult,NA,1,0,0,0,0,20,0,0,40,0,0.094370625,5,1.791759469,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,2,child,1,NA,7.69,0,1,0,23.08,0,7.69,7.69,0,0.731880619,13,2.63905733,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,3,adult,NA,2,25,0,1,0,25,0,0,25,0,0.358827943,4,1.609437912,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,4,child,2,NA,0,0,0,0,7.14,0,0,7.14,21.43,-0.609011362,14,2.708050201,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,5,adult,NA,3,0,0,0,0,0,0,14.29,28.57,0,0.246741127,14,2.708050201,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,6,child,3,NA,16.67,0,1,0,16.67,0,0,16.67,0,0.301215329,6,1.945910149,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,7,adult,NA,4,0,0,0,0,0,0,0,50,0,-0.388768854,2,1.098612289,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,8,child,4,NA,0,0,0,0,0,0,0,16.67,0,-0.005680638,6,1.945910149,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,9,adult,NA,5,0,0,0,0,13.33,0,0,20,0,0.201451335,15,2.772588722,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,10,child,5,NA,16.67,0,1,0,0,0,0,16.67,16.67,-0.662457278,6,1.945910149,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,11,adult,NA,6,14.29,0,1,0,0,0,14.29,28.57,0,0.246741127,7,2.079441542,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,12,child,6,NA,0,16.67,0,1,0,0,16.67,16.67,0,0.448338228,6,1.945910149,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,13,adult,NA,7,0,0,0,0,0,0,25,0,0,0.866813059,4,1.609437912,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,14,child,7,NA,0,0,0,0,0,0,0,12.5,0,0.042248491,8,2.197224577,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,15,adult,NA,8,0,0,0,0,0,0,0,0,0,0.185920939,3,1.386294361,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,16,child,8,NA,33.33,0,1,0,0,0,0,33.33,0,-0.197167277,3,1.386294361,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,17,adult,NA,9,0,0,0,0,0,0,0,0,0,0.185920939,1,0.693147181,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,18,child,9,NA,0,0,0,0,0,0,0,0,0,0.185920939,1,0.693147181,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,19,adult,NA,10,0,0,0,0,11.11,0,22.22,22.22,0,0.740241656,9,2.302585093,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,20,child,10,NA,0,0,0,0,0,0,25,25,0,0.579468163,4,1.609437912,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,21,adult,NA,11,0,0,0,0,14.29,0,0,14.29,0,0.284754582,7,2.079441542,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,22,child,11,NA,0,0,0,0,0,7.69,0,30.77,0,-0.345937659,13,2.63905733,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,23,adult,NA,12,0,0,0,0,15.38,0,0,30.77,0,0.115403809,13,2.63905733,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,24,child,12,NA,0,0,0,0,20,0,0,40,0,0.094370625,5,1.791759469,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,25,adult,NA,13,0,0,0,0,0,0,0,20,20,-0.831929352,5,1.791759469,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,26,child,13,NA,6.67,0,1,0,0,13.33,0,26.67,0,-0.42950451,15,2.772588722,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,27,adult,NA,14,0,0,0,0,0,0,0,0,0,0.185920939,3,1.386294361,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,28,child,14,NA,0,0,0,0,0,0,0,14.29,0,0.021674596,7,2.079441542,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,29,adult,NA,15,0,0,0,0,18.18,0,9.09,13.64,0,0.61141312,22,3.135494216,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,30,child,15,NA,0,0,0,0,0,0,0,0,0,0.185920939,2,1.098612289,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,31,adult,NA,16,0,0,0,0,0,0,0,0,0,0.185920939,1,0.693147181,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,32,child,16,NA,0,0,0,0,0,0,0,0,0,0.185920939,4,1.609437912,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,33,adult,NA,17,0,0,0,0,0,0,0,0,0,0.185920939,1,0.693147181,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,34,child,17,NA,0,0,0,0,0,0,0,0,0,0.185920939,2,1.098612289,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,35,adult,NA,18,20,0,1,0,20,0,0,20,0,0.324246542,5,1.791759469,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,36,child,18,NA,0,0,0,0,0,0,0,0,0,0.185920939,1,0.693147181,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,37,adult,NA,19,0,0,0,0,0,0,0,0,0,0.185920939,2,1.098612289,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,38,child,19,NA,7.69,0,1,0,0,23.08,0,30.77,0,-0.702558379,13,2.63905733,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,39,adult,NA,20,0,0,0,0,12.5,0,0,25,12.5,-0.363781991,8,2.197224577,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,40,child,20,NA,0,0,0,0,0,50,0,0,0,-0.972690889,2,1.098612289,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,41,adult,NA,21,0,0,0,0,0,25,0,25,0,-0.680729872,4,1.609437912,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,42,child,21,NA,50,0,1,0,0,0,0,0,0,0.185920939,2,1.098612289,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,43,adult,NA,22,100,0,1,0,0,0,0,0,0,0.185920939,1,0.693147181,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,44,child,22,NA,0,0,0,0,0,40,0,40,0,-1.200720358,10,2.397895273,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,45,adult,NA,23,0,0,0,0,0,0,0,0,0,0.185920939,2,1.098612289,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,46,child,23,NA,0,0,0,0,0,0,0,33.33,0,-0.197167277,3,1.386294361,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,47,adult,NA,24,0,0,0,0,0,0,16.67,16.67,0,0.448338228,6,1.945910149,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,48,child,24,NA,0,0,0,0,0,0,0,33.33,0,-0.197167277,3,1.386294361,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,49,adult,NA,25,0,0,0,0,12.5,0,12.5,25,0,0.469148053,8,2.197224577,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,50,child,25,NA,0,0,0,0,0,0,0,0,0,0.185920939,1,0.693147181,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,51,adult,NA,26,0,0,0,0,0,0,16.67,0,0,0.639939805,6,1.945910149,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,52,child,26,NA,0,0,0,0,0,0,0,0,0,0.185920939,1,0.693147181,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,53,adult,NA,27,7.69,0,1,0,7.69,7.69,7.69,23.08,0,0.093465532,13,2.63905733,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,54,child,27,NA,0,0,0,0,0,0,33.33,0,0,1.093686314,3,1.386294361,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,55,adult,NA,28,5.56,0,1,0,5.56,5.56,11.11,5.56,0,0.39812628,18,2.944438979,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,56,child,28,NA,0,4,0,1,8,0,16,4,0,0.722997321,25,3.258096538,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,57,adult,NA,29,0,0,0,0,0,0,9.09,18.18,0,0.224536105,11,2.48490665,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,58,child,29,NA,0,0,0,0,0,0,0,0,0,0.185920939,2,1.098612289,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,59,adult,NA,30,100,0,1,0,0,0,0,0,0,0.185920939,1,0.693147181,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,60,child,30,NA,0,0,0,0,9.52,0,4.76,28.57,4.76,-0.025088926,21,3.091042453,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,61,adult,NA,31,0,0,0,0,0,10,0,30,0,-0.390615302,10,2.397895273,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,62,child,31,NA,0,0,0,0,0,0,0,25,25,-1.086391925,4,1.609437912,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,63,adult,NA,32,0,0,0,0,0,0,11.11,0,11.11,0.050789633,9,2.302585093,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,64,child,32,NA,0,0,0,0,0,0,0,0,0,0.185920939,1,0.693147181,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,65,adult,NA,33,0,0,0,0,20,0,20,20,0,0.868960238,5,1.791759469,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,66,child,33,NA,0,0,0,0,0,0,0,25,0,-0.101423957,4,1.609437912,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,67,adult,NA,34,0,0,0,0,11.11,11.11,11.11,33.33,0,0.052513578,9,2.302585093,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,68,child,34,NA,0,0,0,0,14.29,7.14,0,14.29,0,0.119304813,14,2.708050201,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,69,adult,NA,35,0,0,0,0,5.88,0,0,23.53,0,0.023723169,17,2.890371758,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,70,child,35,NA,0,0,0,0,0,33.33,0,0,0,-0.586409706,3,1.386294361,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,71,adult,NA,36,25,0,1,0,25,0,0,0,0,0.646172839,4,1.609437912,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,72,child,36,NA,0,0,0,0,0,0,0,0,0,0.185920939,1,0.693147181,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,73,adult,NA,37,12.5,0,1,0,0,0,12.5,0,0,0.526366999,8,2.197224577,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,74,child,37,NA,0,0,0,0,14.29,0,28.57,0,0,1.22712444,7,2.079441542,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,75,adult,NA,38,0,0,0,0,0,0,22.22,11.11,0,0.663401784,9,2.302585093,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,76,child,38,NA,0,0,0,0,0,7.69,15.38,30.77,0,0.072947174,13,2.63905733,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,77,adult,NA,39,0,0,0,0,0,0,0,0,0,0.185920939,2,1.098612289,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,78,child,39,NA,0,0,0,0,9.09,4.55,4.55,13.64,0,0.214981844,22,3.135494216,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,79,adult,NA,40,0,0,0,0,0,0,0,0,0,0.185920939,2,1.098612289,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,80,child,40,NA,0,0,0,0,0,0,0,20,0,-0.043954978,5,1.791759469,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,81,adult,NA,41,0,0,0,0,9.09,0,9.09,36.36,0,0.182926487,11,2.48490665,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,82,child,41,NA,0,0,0,0,0,0,0,0,0,0.185920939,2,1.098612289,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,83,adult,NA,42,0,0,0,0,9.09,0,9.09,18.18,0,0.391883696,11,2.48490665,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,84,child,42,NA,0,0,0,0,0,20,0,20,0,-0.507399709,5,1.791759469,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,85,adult,NA,43,0,0,0,0,14.29,0,14.29,14.29,14.29,0.110944828,7,2.079441542,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,86,child,43,NA,0,0,0,0,0,0,0,25,0,-0.101423957,4,1.609437912,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,87,adult,NA,44,0,0,0,0,0,0,0,0,0,0.185920939,1,0.693147181,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,88,child,44,NA,0,0,0,0,28.57,0,0,14.29,0,0.547650468,7,2.079441542,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,89,adult,NA,45,0,0,0,0,0,0,14.29,14.29,0,0.410872532,7,2.079441542,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,90,child,45,NA,8.33,0,1,0,8.33,0,0,8.33,0,0.243533553,12,2.564949357,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,91,adult,NA,46,4.17,0,1,0,12.5,0,12.5,12.5,0,0.612820501,24,3.218875825,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,92,child,46,NA,0,0,0,0,40,0,0,20,20,-0.095526311,5,1.791759469,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,93,adult,NA,47,0,16.67,0,1,33.33,0,0,16.67,0,0.607927195,6,1.945910149,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,94,child,47,NA,0,0,0,0,0,0,0,0,20,-0.602053435,5,1.791759469,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,95,adult,NA,48,33.33,0,1,0,66.67,0,0,33.33,0,1.030232491,3,1.386294361,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,96,child,48,NA,0,0,0,0,0,0,7.69,7.69,0,0.306976065,13,2.63905733,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,97,adult,NA,49,0,0,0,0,0,0,7.69,0,7.69,0.092387209,13,2.63905733,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,98,child,49,NA,0,0,0,0,0,0,0,0,0,0.185920939,1,0.693147181,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,99,adult,NA,50,0,0,0,0,0,0,0,0,0,0.185920939,5,1.791759469,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,100,child,50,NA,0,16.67,0,1,0,0,0,33.33,0,-0.197167277,6,1.945910149,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6127,101,adult,NA,51,11.11,0,1,0,22.22,0,0,0,0,0.594992828,9,2.302585093,8,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$125,000-$149,000",0
6128,1,adult,NA,1,0,0,0,0,20,0,13.33,26.67,0,0.610634602,15,2.772588722,7,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6128,2,child,1,NA,25,0,1,0,0,0,0,25,0,-0.101423957,4,1.609437912,7,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6128,3,adult,NA,2,0,0,0,0,0,22.22,11.11,11.11,11.11,-0.591793536,9,2.302585093,7,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
6128,4,child,2,NA,0,0,0,0,0,0,0,50,0,-0.388768854,4,1.609437912,7,Male,Female,White,Not Hispanic or Latino,White,Not Hispanic or Latino,"$150,000+",0
